DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))" 
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.058268874883651733" 
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.017883164808154106" 
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.016103282570838928" 
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.020688159391283989" 
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.022079382091760635" 
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.020563285797834396" 
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.041976355016231537" 
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.058744482696056366" 
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.23984633386135101" 
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.023307550698518753" 
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.0071532656438648701" 
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.0064413133077323437" 
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.0082752639427781105" 
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.0088317524641752243" 
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.0082253143191337585" 
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.016790542751550674" 
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.023497793823480606" 
0, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))-0.095938533544540405" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.058268874883651733" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.017883164808154106" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.016103282570838928" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.020688159391283989" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.022079382091760635" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.020563285797834396" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.041976355016231537" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.058744482696056366" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.23984633386135101" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.023307550698518753" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.0071532656438648701" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.0064413133077323437" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.0082752639427781105" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.0088317524641752243" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.0082253143191337585" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.016790542751550674" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.023497793823480606" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.90894+0.00422186*log(x+19)*log(x+18)*(3-0.460651*log(x+18))+0.095938533544540405" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.11220167577266693" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.041545126587152481" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.047227568924427032" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.0725979283452034" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.10262064635753632" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.20540550351142883" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.20272859930992126" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.12012946605682373" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.33966219425201416" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.037400558590888977" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.013848375529050827" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.015742523595690727" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.024199308827519417" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.034206882119178772" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.068468503654003143" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.067576199769973755" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.04004315659403801" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))-0.11322072893381119" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.11220167577266693" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.041545126587152481" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.047227568924427032" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.0725979283452034" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.10262064635753632" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.20540550351142883" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.20272859930992126" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.12012946605682373" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.33966219425201416" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.037400558590888977" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.013848375529050827" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.015742523595690727" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.024199308827519417" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.034206882119178772" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.068468503654003143" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.067576199769973755" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.04004315659403801" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.991952+2.83209e-06*log(x+19)*log(x+18)*(3-52.4285*log(x+18))+0.11322072893381119" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.10731722414493561" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.033664368093013763" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.033350341022014618" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.033274076879024506" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.032807767391204834" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.035370942205190659" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.078841224312782288" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.11080031096935272" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.32859256863594055" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.035772409290075302" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.011221455410122871" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.011116780340671539" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.011091358959674835" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.010935922153294086" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.011790313757956028" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.026280408725142479" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.036933436989784241" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))-0.10953085869550705" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.10731722414493561" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.033664368093013763" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.033350341022014618" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.033274076879024506" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.032807767391204834" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.035370942205190659" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.078841224312782288" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.11080031096935272" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.32859256863594055" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.035772409290075302" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.011221455410122871" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.011116780340671539" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.011091358959674835" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.010935922153294086" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.011790313757956028" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.026280408725142479" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.036933436989784241" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.927444+0.00257499*log(x+19)*log(x+18)*(3-0.459693*log(x+18))+0.10953085869550705" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.22243604063987732" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.089349925518035889" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.082573428750038147" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.069873914122581482" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.090730167925357819" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.20447039604187012" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.25162112712860107" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.998173+4.98043e-07*log(x+19)*log(x+18)*(3-486.259*log(x+18))-0.11839646846055984" 
