DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.044518597424030304)" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.036421891301870346)" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.039427902549505234)" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.24691750109195709)" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.18471671640872955)" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.23701407015323639)" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.032623447477817535)" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.010399658232927322)" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.015480376780033112)" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.014839532785117626)" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.01214063074439764)" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.013142634183168411)" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.082305833697319031)" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.061572238802909851)" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.921599+((0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18))))))-0.079004690051078796)" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.097870342433452606" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.031198974698781967" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.046441130340099335" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.044518597424030304" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.036421891301870346" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.039427902549505234" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.24691750109195709" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.18471671640872955" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.23701407015323639" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.032623447477817535" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.010399658232927322" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.015480376780033112" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.014839532785117626" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.01214063074439764" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.013142634183168411" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.082305833697319031" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.061572238802909851" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.921599+(0.000862106*(log(x+19)*(log(x+18)*(3-(0.139754*log(x+18)))))))+0.079004690051078796" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.17598548531532288)" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.053708847612142563)" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.051395725458860397)" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.057259619235992432)" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.052639022469520569)" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.06029154360294342)" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.329771488904953)" 
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.17072689533233643)" 
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.29897934198379517)" 
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.050281569361686707)" 
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.015345385298132896)" 
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.014684492722153664)" 
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.01635989174246788)" 
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.015039720572531223)" 
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.01722615584731102)" 
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.094220422208309174)" 
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.048779111355543137)" 
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.868894+((0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18)))))))-0.085422664880752563)" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.17598548531532288" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.053708847612142563" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.051395725458860397" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.057259619235992432" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.052639022469520569" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.06029154360294342" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.329771488904953" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.17072689533233643" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.29897934198379517" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.050281569361686707" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.015345385298132896" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.014684492722153664" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.01635989174246788" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.015039720572531223" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.01722615584731102" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.094220422208309174" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.048779111355543137" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.868894+(0.00108176*(log(x+19)*(log(x+18)*(3-(-(0.00273954*log(x+18))))))))+0.085422664880752563"  
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.056052599102258682)" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.017827920615673065)" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.028752963989973068)" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.054694004356861115)" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.10914903879165649)" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.15638187527656555)" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.16991837322711945)" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.080354198813438416)" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.20538808405399323)" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.022421039640903473)" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.0071311686187982559)" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.011501185595989227)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.021877601742744446)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.043659616261720657)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.062552750110626221)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.067967347800731659)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.032141678035259247)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05494+((-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18)))))))-0.082155235111713409)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.056052599102258682" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.017827920615673065" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.028752963989973068" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.054694004356861115" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.10914903879165649" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.15638187527656555" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.16991837322711945" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.080354198813438416" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.20538808405399323" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.022421039640903473" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.0071311686187982559" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.011501185595989227" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.021877601742744446" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.043659616261720657" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.05494+(-(0.00298676*(log(x+19)*(log(x+18)*(3-(0.397155*log(x+18))))))))+0.062552750110626221" 
