OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
0,comb,down,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0065119815990328789 
0,comb,down,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.020507590845227242 
0,comb,down,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.032939333468675613 
0,comb,down,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.065229929983615875 
0,comb,down_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00917754383908 
0,comb,down_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0103918252112 
0,comb,down_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0455742934167 
0,comb,down_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0651311943203 
0,comb,down_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00895260864368 
0,comb,down_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0136567775191 
0,comb,down_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0475570536776 
0,comb,down_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0904502990516 
0,comb,down_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0121614659155 
0,comb,down_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00367101705249 
0,comb,down_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.004156730059 
0,comb,down_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0182297177781 
0,comb,down_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0260524786334 
0,comb,down_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00358104319362 
0,comb,down_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00546271125121 
0,comb,down_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0190228214872 
0,comb,down_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0361801245236 
0,comb,down_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00486458608773 
0,comb,down_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0129435648087 
0,comb,down_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00964932469254 
0,comb,down_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0234838603789 
0,comb,down_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.050390229987 
0,comb,down_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0135973422329 
0,comb,down_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0107054093273 
0,comb,down_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0264184476179 
0,comb,down_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.135691343578 
0,comb,down_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0111789449281 
0,comb,down_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00517742592356 
0,comb,down_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00385972990446 
0,comb,down_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00939354416633 
0,comb,down_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0201560920422 
0,comb,down_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00543893684387 
0,comb,down_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00428216372209 
0,comb,down_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.010567379018 
0,comb,down_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.0542765359536 
0,comb,down_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))-0.00447157813659 
0,comb,up,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.054402276873588562 
0,comb,up,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.016518779098987579 
0,comb,up,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.017352618277072906 
0,comb,up,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.014180955477058887 
0,comb,up,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.015867047011852264 
0,comb,up,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.016279954463243484 
0,comb,up,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.051268976181745529 
0,comb,up,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.082348331809043884 
0,comb,up,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.16307482123374939 
0,comb,up,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.021760910749435425 
0,comb,up,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0066075115464627743 
0,comb,up,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0069410474970936775 
0,comb,up,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.005672382190823555 
0,comb,up,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0063468185253441334 
0,comb,up,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0065119815990328789 
0,comb,up,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.020507590845227242 
0,comb,up,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.032939333468675613 
0,comb,up,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.065229929983615875 
0,comb,up_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00917754383908 
0,comb,up_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0103918252112 
0,comb,up_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0455742934167 
0,comb,up_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0651311943203 
0,comb,up_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00895260864368 
0,comb,up_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0136567775191 
0,comb,up_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0475570536776 
0,comb,up_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0904502990516 
0,comb,up_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0121614659155 
0,comb,up_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00367101705249 
0,comb,up_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.004156730059 
0,comb,up_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0182297177781 
0,comb,up_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0260524786334 
0,comb,up_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00358104319362 
0,comb,up_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00546271125121 
0,comb,up_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0190228214872 
0,comb,up_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0361801245236 
0,comb,up_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00486458608773 
0,comb,up_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0129435648087 
0,comb,up_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00964932469254 
0,comb,up_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0234838603789 
0,comb,up_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.050390229987 
0,comb,up_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0135973422329 
0,comb,up_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0107054093273 
0,comb,up_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0264184476179 
0,comb,up_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.135691343578 
0,comb,up_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0111789449281 
0,comb,up_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00517742592356 
0,comb,up_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00385972990446 
0,comb,up_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00939354416633 
0,comb,up_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0201560920422 
0,comb,up_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00543893684387 
0,comb,up_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00428216372209 
0,comb,up_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.010567379018 
0,comb,up_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.0542765359536 
0,comb,up_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.882658+0.0042514*log(x+19)*log(x+18)*(3-0.411282*log(x+18))+0.00447157813659 
0,mujets,central,1,0.0,2.5,20.0,1000.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18)) 
0,mujets,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18)) 
0,mujets,down,1,0.0,2.5,20.0,30.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.055553346872329712 
0,mujets,down,1,0.0,2.5,30.0,50.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.019868604838848114 
0,mujets,down,1,0.0,2.5,50.0,70.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.042098797857761383 
0,mujets,down,1,0.0,2.5,70.0,100.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.033397454768419266 
0,mujets,down,1,0.0,2.5,100.0,140.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.078095510601997375 
0,mujets,down,1,0.0,2.5,140.0,200.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.15594883263111115 
0,mujets,down,1,0.0,2.5,200.0,300.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.1248721182346344 
0,mujets,down,1,0.0,2.5,300.0,600.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.15522967278957367 
0,mujets,down,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.17055061459541321 
0,mujets,down,0,0.0,2.5,20.0,30.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.022221338003873825 
0,mujets,down,0,0.0,2.5,30.0,50.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0079474421218037605 
0,mujets,down,0,0.0,2.5,50.0,70.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.016839519143104553 
0,mujets,down,0,0.0,2.5,70.0,100.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.013358981348574162 
0,mujets,down,0,0.0,2.5,100.0,140.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.03123820573091507 
0,mujets,down,0,0.0,2.5,140.0,200.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.062379535287618637 
0,mujets,down,0,0.0,2.5,200.0,300.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.049948848783969879 
0,mujets,down,0,0.0,2.5,300.0,600.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.062091868370771408 
0,mujets,down,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.068220242857933044 
0,mujets,down_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.076657041071 
0,mujets,down_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0309113091016 
0,mujets,down_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.116816508245 
0,mujets,down_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.146774248695 
0,mujets,down_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.152744833398 
0,mujets,down_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0402925887175 
0,mujets,down_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0491465419635 
0,mujets,down_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0946622407226 
0,mujets,down_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.986697+5.6664e-07*log(x+19)*log(x+18)*(3-105.134*log(x+18))-0.0166465202165 
